group_uid,group_url,found_via,group_type_manual,london_wide,sub_london,borough_name,ward_gss,lat_long_google_maps,osm_ids_merged,large_object_osm_id,place_name_manual,recoded,fb_group_name,fb_description,fb_privacy,fb_found,creation_year,creation_yymm,creation_date,fb_place,fb_group_type,stats_collection_date,members_n,lastmonth_posts,dailyposts,group_rules_str,posts_per_member,size,activity_level,posts_per_1kmember,activity_per_user_level,geoscale_l2,geoscale,geoscale_level,geoscale_type
buying.selling.enfield,https://en-gb.facebook.com/groups/buying.selling.enfield,facebook_search_manual,buy & sell groups,FALSE,,Enfield,,,,,,FALSE,Buying and selling in enfield And Surrounding Areas,no description,Private,TRUE,2012,2012-01,2012-01-12T00:00:00Z,no place,General,2022-09-26,12030,120,0,"Buying and selling in enfield And Surrounding Areas	About this group	no description	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 12 January 2012. Name last changed on 13 February 2017.	 	See More	Members 	 	 · 	12.0K	no admin	Activity	No new posts today	120	 in the last month	12,030 total members	No new members in the last week	Created on 	10 years ago",0.01,large,medium,9.97506234413965,low,2_borough,2_borough,2,borough
buynothingblackheath,https://en-gb.facebook.com/groups/buynothingblackheath,facebook_search_manual,buy & sell groups,FALSE,,Lewisham; Greenwich,,,431507207; 27365303; 27365305,,,FALSE,"Buy Nothing Blackheath/Charlton/Lewisham, London","To join us, click “Join Group” and follow the instructions. Contact local volunteer admin Alisa Pearlstone or Hannah Carlyon with any questions about membership in this Buy Nothing community group. 	Buy Nothing. Give Freely. Share creatively. Follow us at https://www.facebook.com/BuyNothingProject/  	We offer members a way to give and receive, share, lend, and express gratitude through a worldwide network of hyper-local gift economies in which the true wealth is the web of connections formed between people who are real-life neighbours. Post anything you'd like to give away, lend, or share in this Buy Nothing community group. Ask for anything you'd like to receive for free or borrow. Keep it legal. Keep it civil.     	Buy Nothing Blackheath/Charlton/Lewisham (London) is for neighbors in Blackheath, Charlton and Lewisham within the boundaries marked here: 	https://www.google.com/maps/d/viewer?fbclid=IwAR2FTreEE17HYCmTOH1o7ilRcvj3XbggAF082aDV8BdUm6h4dWMp-PrXFhQ&mid=1sKhOggtEJSJoddxxNQy5-p1BPm0-AQgE&ll=51.4657670394441%2C0.014869999999973516&z=14	If you live here, we’d love to have you join us! You can join one group only, the group where you live so you can literally ""give where you live."" This is what builds community. In this group there is no buying or selling, no trades or bartering, no soliciting for cash. We're an adult-only, hyper-local gift economy. We are not a charity or community bulletin board.  	Please check for a message from an admin via Facebook messenger to clarify and confirm that you meet our membership criteria and to welcome you to the group.  	By joining this group, you agree to abide by our Mission and Rules. 	https://buynothingproject.org/the-f	... 	Looking for an official group near you?  Visit our Find A Group page for a list of all our hyper-local gift economies: 	http://buynothingproject.org/find-a	...  	Want to join the Buy Nothing Project network? Visit our Start A Group page to learn about how we set groups up: 	http://buynothingproject.org/start-	...  	Learn more about the Buy Nothing Project at 	http://buynothingproject.org/	Have a concern about this group? Are you having trouble finding or being added to your local Buy Nothing group? We want to hear from you! Contact us here:   	https://tinyurl.com/member-relations	 	This work is licensed under a Creative Commons License - Attribution-NonCommercial 4.0 International. 	https://creativecommons.org/licenses/by-nc/4.0/deed.en	Non-derivative (standard BNProject rule set, no rules have been changed) 	See less",Private,TRUE,2019,2019-08,2019-08-12T00:00:00Z,no place,General,2022-09-26,509,180,2,"1	The Buy Nothing Project Mission & Rules	2	Participate as yourself/One group	3	Keep it legal	4	Keep it civil	5	All members participate at their own risk	6	Respect your neighbours, their privacy & property	7	Give freely	8	Give from your own abundance	9	We are a gift economy	10	Ask, give and share creatively",0.354,small,medium,353.634577603143,high,town,3_suburb,3,suburb
buy-or-sell-croydon-beckenham-bromley-485147424927469,https://en-gb.facebook.com/groups/buy-or-sell-croydon-beckenham-bromley-485147424927469,facebook_search_manual,buy & sell groups,FALSE,,Croydon; Bromley,,,,,,FALSE,"Buy or Sell Croydon, Beckenham & Bromley","Only 1 Rule, When posting items please out a price, location & size if needed.",Public,TRUE,2013,2013-12,2013-12-29T00:00:00Z,no place,General,2022-09-26,3578,2558,90,"Buy or Sell Croydon, Beckenham & Bromley	About this group	Only 1 Rule, When posting items please out a price, location & size if needed.	Public	Anyone can see group content and who follows the group.	Visible	Anyone can find this group.	no place	General	History	Group created on 29 December 2013	 	See More	Members 	 	 · 	3.6K	no admin	Activity	90	 new posts today	2,558	 in the last month	3,578 total followers	No new followers in the last week	Created on 	8 years ago",0.715,medium,high,714.924538848519,high,2_borough,2_borough,2,borough
CHELSEA-&-KENSINGTON-CLASSIFIED-ADS-1414281442212490,https://en-gb.facebook.com/groups/CHELSEA-&-KENSINGTON-CLASSIFIED-ADS-1414281442212490,facebook_search_manual,buy & sell groups,FALSE,,Kensington and Chelsea,,,,,,FALSE,Chelsea & Kensington Classified Ads 🇬🇧,"not allowed in this group	MLM (avon etc) weight loss pills etc. cbd. teeth whitening. loans. bitcoin. iptv (firesticks)	psychics. aesthetics (lip fillers etc) weapons. animals, cigs bacca & booze. no abusive language. no naming & shaming or selling copies or fake goods. as against facebook rules, and may result in group being deleted  by facebook  	ALL GROUPS ARE MONITORED YOU WILL BE BANNED WITHOUT WARNING.	I AM NOT RESPONSIBLE FOR ADS POSTED	PLEASE REPORT SCAMMERS TO ADMIN 	See less",Private,TRUE,2015,2015-03,2015-03-26T00:00:00Z,"London, United Kingdom",General,2022-09-26,2304,177,15,"Chelsea & Kensington Classified Ads 🇬🇧	About this group	not allowed in this group	MLM (avon etc) weight loss pills etc. cbd. teeth whitening. loans. bitcoin. iptv (firesticks)	psychics. aesthetics (lip fillers etc) weapons. animals, cigs bacca & booze. no abusive language. no naming & shaming or selling copies or fake goods. as against facebook rules, and may result in group being deleted  by facebook  	ALL GROUPS ARE MONITORED YOU WILL BE BANNED WITHOUT WARNING.	I AM NOT RESPONSIBLE FOR ADS POSTED	PLEASE REPORT SCAMMERS TO ADMIN 	See less	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	London, United Kingdom	General	History	Group created on 26 March 2015. Name last changed on 25 April 2020.	 	See More	Members 	 	 · 	2.3K	no admin	Activity	15	 new posts today	177	 in the last month	2,304 total members	No new members in the last week	Created on 	7 years ago",0.077,small,medium,76.8229166666667,high,2_borough,2_borough,2,borough
Chiswick-Preloved-Kids-Stuff-1466159150307637,https://en-gb.facebook.com/groups/Chiswick-Preloved-Kids-Stuff-1466159150307637,facebook_search_manual,buy & sell groups,FALSE,,Hounslow,,,27529289,,,FALSE,Chiswick Preloved Kids Stuff,"Sale or exchange your outgrown kids clothes, toys, furniture or any other kids related items here. 	I hope all you lovely members will find this group helpful and maybe even make new friends. Please be aware though that I won't take any responsibility for the items offered and sold via this group. 	Let the declutter and bargain hunting begin!  	See less",Private,TRUE,2014,2014-08,2014-08-11T00:00:00Z,"Chiswick, United Kingdom",General,2022-09-26,6753,604,27,1	Be kind and courteous	2	Children's/maternity items	3	No hate speech or bullying	4	No business ads or spam	5	Chiswick Based Group	6	One post per day,0.089,medium,high,89.4417296016585,high,town,3_suburb,3,suburb
CROYDON-SUTTON-FACEBAY-~-Buy-Sell-and-Swap-278058048961090,https://en-gb.facebook.com/groups/CROYDON-SUTTON-FACEBAY-~-Buy-Sell-and-Swap-278058048961090,facebook_search_manual,buy & sell groups,FALSE,,Croydon; Sutton,,,,,,FALSE,,,,FALSE,,,,,,2022-09-26,,,,,,,,,,2_borough,2_borough,2,borough
FreebayCroydon,https://en-gb.facebook.com/groups/FreebayCroydon,facebook_search_manual,buy & sell groups,FALSE,,Croydon,,,,,,FALSE,Freebay Croydon Surrey UK,"This group has been set up to buy and sell items in the Croydon area without the selling costs of ebay.	Tag us in a picture of what you want to sell & publish to our wall with a comment.   	This is for individuals to buy or sell new or used goods and request items!  	Rules	1. Anything considered offensive or inappropriate will be removed by the administrator.	2. Adverts for anything believed to be counterfeit, illegal or stolen will be removed by the administrator.	3. The groups purpose is to sell items, so anything else like recruitment or get rich quick schemes will be removed.	4. Enjoy using Free bay and share with your friends. Help encourrage the hundreds of Croydon residents sell their unwanted items free.	We accept no responsibility for any items bought or sold in this group 	See less",Public,TRUE,2012,2012-11,2012-11-04T00:00:00Z,"Croydon, United Kingdom",General,2022-09-26,4252,142,0,"1	No tobacco, no pets, no weapons.	2	Answer below	3	Be kind and courteous",0.033,medium,medium,33.3960489181562,medium,2_borough,2_borough,2,borough
freeebayson,https://en-gb.facebook.com/groups/freeebayson,facebook_search_manual,buy & sell groups,FALSE,,Camden,,,399607277,,,FALSE,Camden Town NW1 Selling N Buying,"Buy, sell and swap your used, new, unwanted items here!!! camden town area ONLY PLS DONT ADD UR SELF IF UR NOT WILLING TO TRAVLE TO NW1 uk X",Private,TRUE,2011,2011-11,2011-11-08T00:00:00Z,Camden Town,General,2022-09-26,4769,2,0,"Camden Town NW1 Selling N Buying	About this group	Buy, sell and swap your used, new, unwanted items here!!! camden town area ONLY PLS DONT ADD UR SELF IF UR NOT WILLING TO TRAVLE TO NW1 uk X	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	Camden Town	General	History	Group created on 8 November 2011	 	See More	Members 	 	 · 	4.8K	no admin	Activity	No new posts today	2	 in the last month	4,769 total members	No new members in the last week	Created on 	10 years ago",0,medium,low,0.419375131054728,inactive,town,3_suburb,3,suburb
FSWABAB,https://en-gb.facebook.com/groups/FSWABAB,facebook_search_manual,buy & sell groups,FALSE,,Bexley,,,6039777944; 27485894,,,FALSE,For Sale / Wanted around Barnehurst and Bexleyheath,Please feel free to post goods or services for sale in and around the Bexleyheath and Barnehurst Areas. Group Sponsored by Estuary I.T. Services. Moderators have the right to remove posts & Members where necessary.	Ads that are bumped more than once in a 24 hour period may be removed without warning by the administration team.  This ensures that everybody has a fair chance at having their adverts seen.	PLEASE read the pinned post before posting your goods	Admin :-	[REDACTED]	[REDACTED] 	See less,Private,TRUE,2014,2014-05,2014-05-04T00:00:00Z,no place,General,2022-09-26,259,0,0,For Sale / Wanted around Barnehurst and Bexleyheath	About this group	Please feel free to post goods or services for sale in and around the Bexleyheath and Barnehurst Areas. Group Sponsored by Estuary I.T. Services. Moderators have the right to remove posts & Members where necessary.	Ads that are bumped more than once in a 24 hour period may be removed without warning by the administration team.  This ensures that everybody has a fair chance at having their adverts seen.	PLEASE read the pinned post before posting your goods	Admin :-	Matthew Clubley	Paul Clayton 	See less	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 4 May 2014	 	See More	Members 	 	 · 	259	no admin	Activity	No new posts today	No posts in the last month	259 total members	No new members in the last week	Created on 	8 years ago,0,small,inactive,0,inactive,town,3_suburb,3,suburb
Kidbrookemarket,https://en-gb.facebook.com/groups/Kidbrookemarket,facebook_search_manual,buy & sell groups,FALSE,,Greenwich,,,7464657784,,,FALSE,Kidbrooke Marketplace,"This is a group for the residents of Kidbrooke Village, and the surrounding area, to buy and sell.",Public,TRUE,2019,2019-10,2019-10-04T00:00:00Z,no place,General,2022-09-26,1478,386,8,"Kidbrooke Marketplace	About this group	This is a group for the residents of Kidbrooke Village, and the surrounding area, to buy and sell.	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 4 October 2019. Name last changed on 4 October 2019.	 	See More	Members 	 	 · 	1.5K	no admin	Activity	8	 new posts today	386	 in the last month	1,478 total members	No new members in the last week	Created on 	2 years ago",0.261,small,high,261.163734776725,high,neighbourhood,4_neighbourhood,4,neighbourhood
LONDONANDENGLANDMARKET,https://en-gb.facebook.com/groups/LONDONANDENGLANDMARKET,facebook_search_manual,buy & sell groups,TRUE,,,,,,,,FALSE,,,,FALSE,,,,,,2022-09-26,,,,,,,,,,0_london,0_london,0,london
muswellhillbuysell,https://en-gb.facebook.com/groups/muswellhillbuysell,facebook_search_manual,buy & sell groups,FALSE,,Haringey,,,201212,,,FALSE,,,,FALSE,,,,,,2022-09-26,,,,,,,,,,suburb,3_suburb,3,suburb
SalesKT,https://en-gb.facebook.com/groups/SalesKT,facebook_search_manual,buy & sell groups,FALSE,,Kingston upon Thames,,,,,,FALSE,Sales KT Postcode area Kingston-u-Thames,Find a Business with the Local Directory.	Businesses – Create your Free Listing Here:	https://thelocal.directory/	…	 	See more,Public,TRUE,2012,2012-08,2012-08-22T00:00:00Z,Kingston upon Thames,General,2022-09-26,10,0,0,Sales KT Postcode area Kingston-u-Thames	About this group	Find a Business with the Local Directory.	Businesses – Create your Free Listing Here:	https://thelocal.directory/	…	 	See more	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	Kingston upon Thames	General	History	Group created on 22 August 2012	 	See More	Members 	 	 · 	10	UK Sales	 and 3 other members are admins.	Activity	No new posts today	No posts in the last month	10 total members	No new members in the last week	Created on 	10 years ago,0,small,inactive,0,inactive,2_borough,2_borough,2,borough
Selling-Hanworth-Sunbury-Feltham-Bedfont-Twickenham-and-local-areas-1407581056048500,https://en-gb.facebook.com/groups/Selling-Hanworth-Sunbury-Feltham-Bedfont-Twickenham-and-local-areas-1407581056048500,facebook_search_manual,buy & sell groups,FALSE,,Hounslow; Richmond upon Thames,,,17061510; 2714630753; 17061656; 21099166,,,FALSE,,,,FALSE,,,,,,2022-09-26,,,,,,,,,,suburb,3_suburb,3,suburb
Stuff-for-Sale-in-Brockley-and-Crofton-Park-1000264893330081,https://en-gb.facebook.com/groups/Stuff-for-Sale-in-Brockley-and-Crofton-Park-1000264893330081,facebook_search_manual,buy & sell groups,FALSE,,Lewisham,,,568572880; 2681755462,,,FALSE,Stuff for Sale in Brockley and Crofton Park,"Somewhere that you can post anything for sale in the Brockley and Crofton Park Area - and that's businesses too :)	As well as a market place for the things you want to sell - we want to champion all the brilliant businesses, cottage industries, artisans, performance venues, restaurants etc etc in the area. 	If you have something to sell CLICK on SELL SOMETHING at the top of the page. 	See less",Public,TRUE,2015,2015-12,2015-12-14T00:00:00Z,no place,General,2022-09-26,2502,427,24,"Stuff for Sale in Brockley and Crofton Park	About this group	Somewhere that you can post anything for sale in the Brockley and Crofton Park Area - and that's businesses too :)	As well as a market place for the things you want to sell - we want to champion all the brilliant businesses, cottage industries, artisans, performance venues, restaurants etc etc in the area. 	If you have something to sell CLICK on SELL SOMETHING at the top of the page. 	See less	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 14 December 2015	 	See More	Members 	 	 · 	2.5K	Kylo	 and 2 other members are admins.	Activity	24	 new posts today	427	 in the last month	2,502 total members	No new members in the last week	Created on 	6 years ago",0.171,small,high,170.66346922462,high,neighbourhood,4_neighbourhood,4,neighbourhood
Stuff-For-Sale-Swap-Or-Free-Mitcham-Morden-Wimbledon-562500190450184,https://en-gb.facebook.com/groups/Stuff-For-Sale-Swap-Or-Free-Mitcham-Morden-Wimbledon-562500190450184,facebook_search_manual,buy & sell groups,FALSE,,Merton; Wandsworth,,,249674698; 1712699729; 423749783; 626591740,,,FALSE,Buy & Sell - Community Group for Mitcham-Morden-Wimbledon-Balham,Welcome to Buy & Sell - Community Group for         	 Mitcham-Morden-Wimbledon-Balham. 	This group is for local people & small local businesses 	…	 	See more,Private,TRUE,2013,2013-03,2013-03-30T00:00:00Z,"Wimbledon, United Kingdom	 	 · 	Morden, Merton, United Kingdom	 	 · 	Balham, London, England	 	 · 	Mitcham, Bromley, United Kingdom",General,2022-09-26,2860,24,1,1	Rules,0.008,small,low,8.39160839160839,low,town,3_suburb,3,suburb
woodford.wanstead,https://en-gb.facebook.com/groups/woodford.wanstead,facebook_search_manual,buy & sell groups,FALSE,,Redbridge,,,27731303; 27731568,,,FALSE,"Things for sale to buy or swap in Woodford, Wanstead or surrounding areas","Please can you read ALL the rules before you starting using this page…	10 GROUP RULES	RULE 1: All items for sale MUST have a picture / description, price and location for collection.	RULE 2: The following are BANNED from this group:	● Animal sales etc	● Cigarettes/tobacco	● Counterfeit items	● Fireworks	● Weapons	● Loans or any scams	***These posts will be deleted without warning, if it continues then you will be removed from the group***	Note: Posts are by admin approval only so will therefore be approved asap.	RULE 3: This group has been created to allow people to sell their unwanted items, so any business / advertising may not be approved.	RULE 4: The first person to say they want the item gets it. Please allow time for a buyer/seller to reply to messages or questions.	RULE 5: No inbox sales! All communication must be made on the original post up until the point of exchanging address details.	RULE 6: There is a limit to 3 posts per hour for each member and please leave 24 hours before bumping it, then each item can only be bumped ONCE in 24 hours until sold.	RULE 7: Please DO NOT re-post items! You need to “bump” up the original post, this includes editing etc. It must all be done on the original post. If you are unable to find your item to bump it, then please post a comment on the wall with a description and Admin will help. Any re-posts will not be approved again.	RULE 8: Once an item has sold, it is then down to the buyer and seller to arrange collection and we advise cash payments only! When the sale is complete, please DELETE the original post. If you are unable to do this, then please comment “Sold – please delete” on the post and it will be removed by Admin.	RULE 9: Please remember this is not eBay or a bidding site. If Admin get pulled into an argument over an item, we will make the final decision and this could result in the buyer/seller being removed from the group.	RULE 10: Anyone can join this group but all we ask is that you follow the rules making it easier for us to run the group more efficiently. If rules are not followed, then it may lead to your posts and/or membership being removed without warning.	___________________________________	Remember, this group has been created to help everyone!	Thank you and happy buying / selling. 	See less",Public,TRUE,2013,2013-11,2013-11-25T00:00:00Z,"Wanstead, Redbridge, United Kingdom",General,2022-09-26,11227,2735,155,"Things for sale to buy or swap in Woodford, Wanstead or surrounding areas	About this group	Please can you read ALL the rules before you starting using this page…	10 GROUP RULES	RULE 1: All items for sale MUST have a picture / description, price and location for collection.	RULE 2: The following are BANNED from this group:	● Animal sales etc	● Cigarettes/tobacco	● Counterfeit items	● Fireworks	● Weapons	● Loans or any scams	***These posts will be deleted without warning, if it continues then you will be removed from the group***	Note: Posts are by admin approval only so will therefore be approved asap.	RULE 3: This group has been created to allow people to sell their unwanted items, so any business / advertising may not be approved.	RULE 4: The first person to say they want the item gets it. Please allow time for a buyer/seller to reply to messages or questions.	RULE 5: No inbox sales! All communication must be made on the original post up until the point of exchanging address details.	RULE 6: There is a limit to 3 posts per hour for each member and please leave 24 hours before bumping it, then each item can only be bumped ONCE in 24 hours until sold.	RULE 7: Please DO NOT re-post items! You need to “bump” up the original post, this includes editing etc. It must all be done on the original post. If you are unable to find your item to bump it, then please post a comment on the wall with a description and Admin will help. Any re-posts will not be approved again.	RULE 8: Once an item has sold, it is then down to the buyer and seller to arrange collection and we advise cash payments only! When the sale is complete, please DELETE the original post. If you are unable to do this, then please comment “Sold – please delete” on the post and it will be removed by Admin.	RULE 9: Please remember this is not eBay or a bidding site. If Admin get pulled into an argument over an item, we will make the final decision and this could result in the buyer/seller being removed from the group.	RULE 10: Anyone can join this group but all we ask is that you follow the rules making it easier for us to run the group more efficiently. If rules are not followed, then it may lead to your posts and/or membership being removed without warning.	___________________________________	Remember, this group has been created to help everyone!	Thank you and happy buying / selling. 	See less	Public	Anyone can see group content and who follows the group.	Visible	Anyone can find this group.	Wanstead, Redbridge, United Kingdom	General	History	Group created on 25 November 2013	 	See More	Members 	 	 · 	11.2K	Lisa	 is an admin.	Activity	155	 new posts today	2,735	 in the last month	11,227 total followers	No new followers in the last week	Created on 	8 years ago	Group rules from the admin	1	Be kind and courteous	2	No promotions or spam	3	No juice plus, forever living etc	4	Business posts only once per month",0.244,large,high,243.609156497729,high,suburb,3_suburb,3,suburb
YoungConsLDN,https://en-gb.facebook.com/groups/YoungConsLDN,facebook_search_manual,buy & sell groups,TRUE,,,,,,,,FALSE,London YC's,"This is the Young Conservative Group for all of you who live in the 32 boroughs in London (TFL zones 1-6). Encompasses Young Conservatives, Conservative Young Professionals and the London Universities Conservatives.	Let us know you want to get involved here: 	https://goo.gl/forms/aNQqq4fl6nRaMmrA3	 	We will update this regularly with campaign days, social action days, social and fund-raiser events.	Young Professionals	https://www.facebook.com/groups/LondonCFYP/ 	See less",Public,TRUE,2008,2008-12,2008-12-09T00:00:00Z,"London, United Kingdom",General,2022-09-26,2063,0,0,"London YC's	About this group	This is the Young Conservative Group for all of you who live in the 32 boroughs in London (TFL zones 1-6). Encompasses Young Conservatives, Conservative Young Professionals and the London Universities Conservatives.	Let us know you want to get involved here: 	https://goo.gl/forms/aNQqq4fl6nRaMmrA3	 	We will update this regularly with campaign days, social action days, social and fund-raiser events.	Young Professionals	https://www.facebook.com/groups/LondonCFYP/ 	See less	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	London, United Kingdom	General	History	Group created on 9 December 2008. Name last changed on 27 July 2017.	 	See More	Members 	 	 · 	2.1K	Conservative Young Women	 and 4 other members are admins.	Activity	No new posts today	No posts in the last month	2,063 total members	No new members in the last week	Created on 	13 years ago",0,small,inactive,0,inactive,0_london,0_london,0,london
2663411120369152,https://en-gb.facebook.com/groups/2663411120369152,facebook_search_manual,buy & sell groups,FALSE,North London,,,,,,,FALSE,,,,FALSE,,,,,,2022-09-26,,,,,,,,,,1_subregion,1_subregion,1,subregion
1171110399918630,https://www.facebook.com/groups/1171110399918630/,google_search,campaign group,FALSE,,Wandsworth,,,,,[borough],FALSE,OneWandsworth,This group aims to get residents across Wandsworth together to challenge the council and TfL on their approach to implement multiple LTNs and ro	…	 	See more,Private,TRUE,2020,2020-08,2020-08-18T00:00:00Z,no place,General,2022-09-26,4152,46,5,"1	Respect everyone's privacy	2	Be kind and courteous	3	No hate speech, bullying or swearing	4	No duplicate posts	5	No promotions or spam	6	Make sure this is the group for you.",0.011,medium,medium,11.0789980732177,medium,2_borough,2_borough,2,borough
2199940527002068,https://www.facebook.com/groups/2199940527002068/,google_search,campaign group,FALSE,,Kensington and Chelsea,,,,,[borough],FALSE,Extinction Rebellion - Kensington and Chelsea,"EXTINCTION REBELLION - Kensington and Chelsea	We are a local group, currently serving Kensington & Chelsea however it is not required to live i	…	 	See more",Public,TRUE,2019,2019-03,2019-03-06T00:00:00Z,no place,General,2022-09-26,900,1,0,"Extinction Rebellion - Kensington and Chelsea	About this group	EXTINCTION REBELLION - Kensington and Chelsea	We are a local group, currently serving Kensington & Chelsea however it is not required to live i	…	 	See more	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 6 March 2019. Name last changed on 12 March 2019.	 	See More	Members 	 	 · 	900	Alex	 and 11 other members are admins.	Activity	No new posts today	1	 in the last month	900 total members	No new members in the last week	Created on 	3 years ago",0.001,small,low,1.11111111111111,low,2_borough,2_borough,2,borough
231298108097432,https://en-gb.facebook.com/groups/231298108097432; https://www.facebook.com/groups/231298108097432/,facebook_search_manual,campaign group,FALSE,,Waltham Forest,,,21415113; 2089091228; 21415113,,Chingford,TRUE,Save Our Suburbs - Chingford & Highams Park,"We believe that any development in North Chingford, South Chingford and Highams Park must have height limits on which respect the local, suburban character.",Public,TRUE,2020,2020-04,2020-04-25T00:00:00Z,no place,General,2022-09-26,1438,0,0,"Save Our Suburbs - Chingford & Highams Park	About this group	We believe that any development in North Chingford, South Chingford and Highams Park must have height limits on which respect the local, suburban character.	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 25 April 2020. Name last changed on 30 September 2020.	 	See More	Members 	 	 · 	1.4K	no admin	Activity	No new posts today	No posts in the last month	1,438 total members	No new members in the last week	Created on 	2 years ago	Group rules from the admin	1	Be kind and courteous	2	No hate speech or bullying	3	No promotions or spam	4	Respect everyone's privacy",0,small,inactive,0,inactive,neighbourhood,4_neighbourhood,4,neighbourhood
234577605076652,https://www.facebook.com/groups/234577605076652/,google_search,campaign group,FALSE,,Ealing,,,,,[borough],FALSE,Reclaim These Ealing Streets,"A community group for women's safety in Ealing. Walks, protests, events, news and more. LETS KEEP THE STREETS SAFE FOR OUR WOMEN.",Private,TRUE,2021,2021-03,2021-03-13T00:00:00Z,no place,General,2022-09-26,884,2,0,1	Be kind and courteous	2	No hate speech or bullying	3	No promotions or spam	4	Respect everyone's privacy,0.002,small,low,2.26244343891403,low,2_borough,2_borough,2,borough
2843140099065503,https://www.facebook.com/groups/2843140099065503/,google_search,campaign group,FALSE,,Bromley,,,27485888,,Chislehurst,FALSE,Chislehurst Eco Community,Members of the community wanting to share & find ways to collectively make #green changes 🚸🚴‍♀️🌳🚴‍♂️🐝♻️ #smallstepstogether,Private,TRUE,2020,2020-03,2020-03-05T00:00:00Z,no place,General,2022-09-26,1265,32,0,1	Be kind and courteous	2	No promotions or spam	3	Limit business posts,0.025,small,medium,25.296442687747,medium,suburb,3_suburb,3,suburb
289763665559940,https://www.facebook.com/groups/289763665559940/,google_search,campaign group,FALSE,,Tower Hamlets,,,,,[borough],FALSE,,,,FALSE,,,,,,2022-09-26,,,,,,,,,,2_borough,2_borough,2,borough
2953840404728056,https://www.facebook.com/groups/2953840404728056/,google_search,campaign group,FALSE,,Lambeth,,,,,[borough],FALSE,OneLambeth,"Anti-Low Traffic Neighbourhood (LTN) Group	We are a diverse group of Lambeth residents adversely affected and deeply concerned by the impact of LTN schemes.	We are cyclists and car drivers from a wide range of occupations, backgrounds and ethnicities. We are local authority residents, private renters and homeowners. 	See less",Private,TRUE,2020,2020-08,2020-08-02T00:00:00Z,"London, United Kingdom",General,2022-09-26,2585,52,0,1	Respect everyone's privacy	2	Be kind and courteous	3	No hate speech or bullying	4	No promotions or spam,0.02,small,medium,20.1160541586074,medium,2_borough,2_borough,2,borough
305671123451173,https://www.facebook.com/groups/305671123451173/,google_search,campaign group,FALSE,,Havering,,,,,[borough],FALSE,It's our Havering,"We have been labelled by Andrew Rosindell MP and Damian White on Time FM, as a group who like to cause political mischief and have a political a	…	 	See more",Public,TRUE,2019,2019-03,2019-03-24T00:00:00Z,"Havering, Havering, United Kingdom",General,2022-09-26,2639,55,2,"1	No promotions or spam	2	If you dont like the post, scroll on.	3	Be kind and courteous **No goading**",0.021,small,medium,20.8412277377795,medium,2_borough,2_borough,2,borough
3171685249565726,https://www.facebook.com/groups/3171685249565726/,google_search,campaign group,FALSE,,Ealing,,,,,[borough],FALSE,Ealing Residents Against Low Traffic Neighbourhoods Group,"Ealing Council have decided to introduce LTNS to many streets in Ealing.  The aim is to avoid rat runs and lower traffic. However, residents fea	…	 	See more",Private,TRUE,2020,2020-07,2020-07-07T00:00:00Z,no place,General,2022-09-26,3408,35,1,1	Be Kind and Courteous	2	No Hate Speech or Bullying,0.01,medium,medium,10.2699530516432,medium,2_borough,2_borough,2,borough
319405649287761,https://www.facebook.com/groups/319405649287761/,google_search,campaign group,FALSE,,Hackney,,,,,[borough],FALSE,Horrendous Hackney Road Closures,MAKE YOUR VOICE HEARD!!!	Hackney residents affected by these Horrendous Hackney Road Closures this is your chance to BE PART OF CHANGE! Please 	…	 	See more,Private,TRUE,2020,2020-09,2020-09-13T00:00:00Z,no place,General,2022-09-26,7340,154,8,1	Inclusive	2	No swearing or foul manners	3	No bigots or bullies	4	Respect other members’ privacy	5	No promotions or spam	6	Continuously negative posting	7	No posts inciting illegal activity	8	Stay on the topic	9	Repetitive posts,0.021,medium,medium,20.9809264305177,medium,2_borough,2_borough,2,borough
324264045544371,https://www.facebook.com/groups/324264045544371/,google_search,campaign group,FALSE,,Greenwich,,,,,[borough],FALSE,OneGreenwich,A group for Greenwich residents who are opposed to the Royal Borough of Greenwich’s current and proposed low traffic neighbourhoods and other road schemes which cause additional congestion and pollution 	 	See less,Private,TRUE,2020,2020-09,2020-09-26T00:00:00Z,no place,General,2022-09-26,2521,27,0,"1	Be kind, courteous and inclusive	2	No hate speech or bullying	3	Value other people's opinions	4	Keep it relevant	5	No duplicate posts	6	No political party promotion or campaign materials	7	Respect everyone's privacy",0.011,small,low,10.710035700119,medium,2_borough,2_borough,2,borough
